tagID	tagValue	canonical_genre
2577	euro-pop	euro-pop
2578	belinda carlisle	belinda carlisle
2579	ivory queen of soul	ivory queen of soul
2580	erotic	erotic
2581	marc almond	marc almond
2582	cross-over artists	cross-over artists
2583	move your body	move your body
2584	wait and see	wait and see
2586	camryn	camryn
2589	taylor swift speak now fearless	taylor swift speak now fearless
2590	psychedelic prog	psychedelic prog
2591	psychedelic space rock	psychedelic space rock
2592	health food faggot	health food faggot
2593	unknown	unknown
2596	heaver than beethoven softer than bieber	heaver than beethoven softer than bieber
2597	tomfoolery	tomfoolery
2598	billy jack	billy jack
2599	stoner music	stoner music
2600	a band for girls and pussies	a band for girls and pussies
2601	forestpsy	forestpsy
2602	ambient dub	ambient dub
2604	shock rock	shock rock
2606	sixties	sixties
2607	fifties	fifties
2608	japan	japan
2609	freak folk	freak folk
2610	new weird america	new weird america
2611	black	black
2612	snakes on a motherfucking plane	snakes on a motherfucking plane
2613	vocal jazz	vocal jazz
2614	rocj gaucho	rocj gaucho
2615	junkie	junkie
2616	tarja	tarja
2617	something great	something great
2620	nothing	nothing
2621	personal jesus	personal jesus
2622	little 15	little 15
2623	new dress	new dress
2624	lillian	lillian
2625	policy of truth	policy of truth
2627	progressive psytrance	progressive psytrance
2628	natural trance	natural trance
2629	full on trance	full on trance
2630	progressive electro house	progressive electro house
2633	web	web
2634	homeboy	homeboy
2636	slim shady	slim shady
2637	god	god
2638	boybands	boybands
2639	cheryl cole	cheryl cole
2640	beast	beast
2641	harris	harris
2642	calvin	calvin
2643	i fancy him	i fancy him
2644	solo	solo
2645	inspiring	inspiring
2646	nicola robert	nicola robert
2648	empowering	empowering
2650	materpiece	materpiece
2651	queen of music	queen of music
2652	not afraid	not afraid
2653	smash	smash
2654	masterpieces	masterpieces
2655	girlgroups	girlgroups
2656	cheesy	cheesy
2657	pure pop	pure pop
2658	rock alternative	rock alternative
2659	johnnys entertainment	johnnys entertainment
2660	hello project	hello project
2661	groovy	groovy
2662	arashi	arashi
2663	cute music	cute music
2664	j-urban	j-urban
2665	reggeaton	reggeaton
2666	japanese pop	japanese pop
2667	news	news
2668	danceable	danceable
2669	rock steady baby	rock steady baby
2670	fashion	fashion
2671	johnnys	johnnys
2672	seamo	seamo
2674	namie amuro	namie amuro
2675	dancing queen	dancing queen
2677	fujimoto miki	fujimoto miki
2678	morning musume	morning musume
2679	kawaii	kawaii
2680	giza	giza
2681	rina aiuchi	rina aiuchi
2684	clazziquai project	clazziquai project
2685	korean male solo artists	korean male solo artists
2686	musicians with extremely sexy voices	musicians with extremely sexy voices
2687	iron maiden	iron maiden
2688	bruce dickinson	bruce dickinson
2689	sandy leah	sandy leah
2690	gwen stefani	gwen stefani
2691	michael jackson	michael jackson
2692	nintendocore	nintendocore
2693	death punk	death punk
2694	italian rock	italian rock
2695	rock italiano	rock italiano
2696	pop italiano	pop italiano
2697	cantautori	cantautori
2698	cantautore	cantautore
2701	poet	poet
2703	minha	minha
2705	you make me smile	you make me smile
2706	special for me	special for me
2707	eighth wonder of the world	eighth wonder of the world
2708	amo-te	amo-te
2710	brilliant cantautor	brilliant cantautor
2711	orgulho latino	orgulho latino
2712	all time faves	all time faves
2713	dance around your bedroom	dance around your bedroom
2714	heartbreak	heartbreak
2715	5 star	5 star
2716	dance all night	dance all night
2718	viciante	viciante
2720	talented	talented
2721	zoocore	zoocore
2722	hardcore e straight edge	hardcore e straight edge
2723	beardcore	beardcore
2724	brincando de ser taking back sunday	brincando de ser taking back sunday
2725	vergonhoso	vergonhoso
2727	qt	qt
2729	hanson	hanson
2730	tulsa	tulsa
2731	sacred fools	sacred fools
2732	check them out	check them out
2733	charity	charity
2735	more of this please	more of this please
2736	ozzy osbourne	ozzy osbourne
2737	nancy wilson	nancy wilson
2738	ann wilson	ann wilson
2739	alice in chains	alice in chains
2740	randy rhoads	randy rhoads
2742	axl rose	axl rose
2743	fretboard frenzy	fretboard frenzy
2744	japanese metal	japanese metal
2745	kelly simonz	kelly simonz
2746	southern fried metal	southern fried metal
2747	british metal	british metal
2748	kick ass candian rock	kick ass candian rock
2750	metal icon	metal icon
2751	polital message	polital message
2752	fantastic	fantastic
2753	sebastian bach	sebastian bach
2754	alice cooper	alice cooper
2755	2000's	2000's
2756	neon synthesis	neon synthesis
2757	ace frehley	ace frehley
2758	powerman 5000	powerman 5000
2759	epica	epica
2760	scorpions	scorpions
2761	addicted to metal	addicted to metal
2762	kick ass	kick-ass
2763	sports	sports
2764	duff mckagen	duff mckagen
2765	izzy stradlin	izzy stradlin
2766	acoustic guitar	acoustic guitar
2767	vintage	vintage
2768	anthem	anthem
2769	ozzfest	ozzfest
2770	jake e lee	jake e lee
2771	april wine	april wine
2772	headbangers ball	headbangers ball
2773	thrash metal at  its finest	thrash metal at  its finest
2774	ray charles	ray charles
2775	ray	ray
2776	two and a half man	two and a half man
2777	hipster-hop	hipster-hop
2779	father of metal	father of metal
2781	black sabbath	black sabbath
2782	french metal	french metal
2783	toxxic toyz	toxxic toyz
2784	france	france
2785	nice	nice
2786	fisc	fisc
2787	ump	ump
2788	optic 2000	optic 2000
2789	suisse	suisse
2790	varietoche	varietoche
2791	collabo	collabo
2792	traditional doom metal	traditional doom metal
2794	tbm	tbm
2795	martial industrial	martial industrial
2796	argentina	argentina
2798	melancholic idm	melancholic idm
2799	folk-lore	folk-lore
2800	military ebm	military ebm
2801	dark folk	dark folk
2802	experimantal	experimantal
2803	solo piano	solo piano
2804	bsb	bsb
2805	single	single
2806	divas	divas
2807	carter	carter
2809	rock nacional	rock nacional
2810	funy	funy
2811	backstreet boys	backstreet boys
2812	varius manx	varius manx
2813	peru	peru
2814	peruvian	peruvian
2815	romania	romania
2816	quechua	quechua
2817	cusco	cusco
2818	chicha	chicha
2819	huayno	huayno
2820	runasimi	runasimi
2821	technocumbia	technocumbia
2822	peru rock	peru rock
2823	arequipa	arequipa
2824	violin	violin
2825	manele	manele
2826	peruvian rock	peruvian rock
2827	andes	andes
2828	chicha psicodelica	chicha psicodelica
2829	death brutal technical atmospheric metal	death brutal technical atmospheric metal
2830	cumbia	cumbia
2831	runa simi	runa simi
2832	musica docta	musica docta
2833	spain	spain
2834	lima	lima
2836	andean	andean
2837	viola	viola
2838	malasia	malasia
2839	rock peru	rock peru
2840	cumbia andina	cumbia andina
2841	ecuador	ecuador
2843	bollywood	bollywood
2844	calla cachera	calla cachera
2845	national treasure	national treasure
2846	impassioned	impassioned
2847	unique	unique
2848	exciting	exciting
2849	original	original
2850	better than lady gaga	better than lady gaga
2851	the one who turned out much saner than that other one	the one who turned out much saner than that other one
2852	real talent	real talent
2853	the queen	the queen
2854	cheetos queen	cheetos queen
2855	lonely popstar	lonely popstar
2856	stunning	stunning
2857	i wanna dance like that	i wanna dance like that
2858	pop heaven	pop heaven
2859	gay heaven	gay heaven
2861	surf music	surf music
2862	idolos	idolos
2863	tropiclia	tropiclia
2864	rock progressivo	rock progressivo
2865	pop singer aguilera xtina eletro minaj	pop singer aguilera xtina eletro minaj
2866	spears	spears
2867	tv	tv
2868	britney	britney
2869	vh1	vh1
2870	paparazzi	paparazzi
2871	celebrity eye candy	celebrity eye candy
2873	indie-rock	indie rock
2874	bobim	bobim
2875	putaria sound	putaria sound
2877	swedish punk	swedish punk
2878	rebellious	rebellious
2879	indie punk	indie punk
2880	swedish rock	swedish rock
2881	punk-rock	punk rock
2882	the king	the king
2883	damien	damien
2884	musica para fazer sexo	musica para fazer sexo
2885	space	space
2886	psybient	psybient
2887	energetic	energetic
2888	sxe	sxe
2889	fallout	fallout
2891	ambient lounge	ambient lounge
2892	psychill	psychill
2893	angeles del infiernos	angeles del infiernos
2894	baron rojo	baron rojo
2895	rata blanca	rata blanca
2896	denim	denim
2897	mago de oz	mago de oz
2898	venom	venom
2899	manowar	manowar
2900	leather	leather
2901	fast	fast
2902	headbangers	headbangers
2903	judas priest	judas priest
2904	motorhead	motorhead
2905	thrashers	thrashers
2906	heathen	heathen
2907	sodom	sodom
2908	coroner	coroner
2909	skulls	skulls
2911	dark angel	dark angel
2912	studs	studs
2913	anvil	anvil
2914	transmetal	transmetal
2915	possessed	possessed
2916	autopsy	autopsy
2917	whiplash	whiplash
2919	vio-lence	vio-lence
2920	exumer	exumer
2921	cryptic slaughter	cryptic slaughter
2922	excel	excel
2923	strike master	strike master
2924	morbid angel	morbid angel
2925	destruction	destruction
2926	testament	testament
2927	celtic frost	celtic frost
2928	forbidden	forbidden
2929	exciter	exciter
2930	nuclear assault	nuclear assault
2931	vincent price	vincent price
2932	texas chainsaw massacre 3 sdtk	texas chainsaw massacre 3 sdtk
2933	friday the 13th part 4 soundtrack	friday the 13th part 4 soundtrack
2934	godney	godney
2935	baz	baz
2936	mick brown	mick brown
2937	extremely cheesy	extremely cheesy
2938	twilight	twilight
2939	spirit jazz	spirit jazz
2940	ecstasy and xanex	ecstasy and xanex
2941	psychedelic drone	psychedelic drone
2942	free improvisation	free improvisation
2943	tropical	tropical
2944	field recordings	field recordings
2945	ritual	ritual
2946	ecstacy and xanex	ecstacy and xanex
2947	tape music	tape music
2948	rembetika	rembetika
2949	ukrainian alternative	ukrainian alternative
2950	virally yours	virally yours
2951	epic shreddage	epic shreddage
2952	improv	improv
2954	socialist nazism grindcore	socialist nazism grindcore
2955	guy with beard	guy with beard
2956	communism death metal	communism death metal
2957	people i sodomized last night	people i sodomized last night
2958	new jersey	new jersey
2960	post-punk post punk	post-punk post punk
2961	post-punk new wave goth alternative indie	post-punk new wave goth alternative indie
2962	glam new wave	glam new wave
2963	the l word	the l word
2964	dante	dante
2965	vergil	vergil
2966	fena ses	fena ses
2967	samstagabend	samstagabend
2968	sweet n fresh chillout	sweet n fresh chillout
2969	pitty	pitty
2970	panico na tv	panico na tv
2971	eu sou stefhany	eu sou stefhany
2972	ko?n	ko?n
2973	disturbed	disturbed
2974	adema	adema
2975	randy orton	randy orton
2976	wwe	wwe
2977	sage francis	sage francis
2978	three days grace	three days grace
2979	sr-71	sr-71
2980	linkin park	linkin park
2981	awsome	awsome
2982	aj	aj
2983	aly	aly
2984	crunk rock	crunk rock
2985	electric	electric
2986	comedy rap	comedy rap
2987	rouge	rouge
2988	american singer	american singer
2990	rbd	rbd
2991	male vocal	male vocal
2992	aline silva	aline silva
2993	aline willy	aline willy
2994	bubblegoth	bubblegoth
2995	sound of 2011	sound of 2011
2996	victoria justice	victoria justice
2997	tea party	tea party
2998	upbeat	upbeat
2999	hopeful	hopeful
3001	kerli	kerli
3002	i kissed a girl	i kissed a girl
3003	metro station	metro station
3004	catchy as hell	catchy as hell
3005	metro	metro
3006	night driving	night driving
3007	new music	new music
3009	foo fighters - the pretender	foo fighters - the pretender
3010	paramore - crushcrushcrush	paramore - crushcrushcrush
3011	crushcrushcrush	crushcrushcrush
3012	hayley williams	hayley williams
3013	superbus	superbus
3015	anna tsuchiya	anna tsuchiya
3016	lady gaga - poker face	lady gaga - poker face
3017	poker	poker
3018	pussycat dolls	pussycat dolls
3019	white lies	white lies
3020	i like this song	i like this song
3021	power song	power song
3022	amor	amor
3023	50 cent	50 cent
3024	jay-z	jay-z
3025	hick	hick
3026	smith	smith
3027	ladygaga	ladygaga
3028	kanye west	kanye west
3029	dolls	dolls
3030	pussycat	pussycat
3031	lopez	lopez
3032	rockn	rockn
3033	bitanemm	bitanemm
3034	not like that	not like that
3035	baby	baby
3036	jennifer	jennifer
3037	brtineyim	brtineyim
3038	womanizer	womanizer
3039	alicia keys	alicia keys
3040	dinlenir bu	dinlenir bu
3041	mangam	mangam
3042	ferman	ferman
3043	cem	cem
3044	efe	efe
3045	tech house	tech house
3046	hipster garbage	hipster garbage
3047	hipster	hipster
3048	chanson francaise	chanson francaise
3050	essential ballads	essential ballads
3051	creepy	creepy
3052	bunny	bunny
3053	euro	euro
3055	video game	video game
3056	furry	furry
3057	kirby	kirby
3058	einhander	einhander
3059	square enix	square enix
3060	squaresoft	squaresoft
3061	orchestral	orchestral
3062	madona	madona
3063	cirque du soleil	cirque du soleil
3064	romolo di prisco	romolo di prisco
3065	hurricane	hurricane
3066	yiff	yiff
3067	luxo	luxo
3068	depre music	depre music
3069	bitches	bitches
3070	ja chorei horrores	ja chorei horrores
3071	mar	mar
3072	kat deluna	kat deluna
3073	hard core	hard core
3075	bluegrass	bluegrass
3076	slowcore	slowcore
3077	cinematic	cinematic
3078	spacious	spacious
3079	lost integrity	lost integrity
3080	boards of canada	boards of canada
3081	aphex twin	aphex twin
3082	one on twoism	one on twoism
3083	casino versus japan	casino versus japan
3084	do aliens dance in four four	do aliens dance in four four
3085	ghostrock	ghostrock
3086	analog	analog
3087	trills	trills
3088	hexagon sun	hexagon sun
3089	thought bandit	thought bandit
3090	twosim	twosim
3091	illuminant	illuminant
3092	olympia	olympia
3093	power-indie	power-indie
3094	ghost and the drum machines	ghost and the drum machines
3095	triphop	triphop
3096	jared maple	jared maple
3097	warp	warp
3098	limbo	limbo
3099	human condition	human condition
3100	blurrypup	blurrypup
3102	trip-hope	trip-hope
3103	mankind	mankind
3104	futuristic house	futuristic house
3105	bitkins	bitkins
3106	alpha centauri rock	alpha centauri rock
3107	moon rock	moon rock
3108	mars rock	mars rock
3109	washington	washington
3110	vangelis	vangelis
3111	cinematic folk	cinematic folk
3112	fabulist	fabulist
3113	magik	magik
3114	gothic hip-hop	gothic hip-hop
3115	the smiths	the smiths
3116	suede	suede
3117	elbow	elbow
3118	haven	haven
3119	bauer	bauer
3120	interpol	interpol
3121	cinematic rock	cinematic rock
3123	metallica	metallica
3124	pantera	pantera
3126	excellent	excellent
3131	jt duran andy	jt duran andy
3132	brillant lyrics	brillant lyrics
3133	extreme power metal	extreme power metal
3134	dragonforce	dragonforce
3135	melodic heavy metal	melodic heavy metal
3136	dream theater	dream theater
3137	iced earth	iced earth
3138	children of bodom	children of bodom
3139	blind guardian	blind guardian
3140	anthrax	anthrax
3141	kamelot	kamelot
3142	guitar gods	guitar gods
3143	aina	aina
3144	arch enemy	arch enemy
3145	new jack swing	new jack swing
3146	thriller	thriller
3153	acapella	acapella
3154	singles i own	singles i own
3158	laid back	laid back
3159	relaxed	relaxed
3160	britsong	britsong
3161	gorillaz	gorillaz
3162	the killers	the killers
3163	the veronicas	the veronicas
3164	night	night
3165	duo	duo
3166	unsigned	unsigned
3171	optur	optur
3172	nostalgi	nostalgi
3173	tyler adam	tyler adam
3174	brandy	brandy
3175	harmonies	harmonies
3176	timbaland	timbaland
3177	missy elliott	missy elliott
3178	tweet	tweet
3179	aaliyah	aaliyah
3180	kiley dean	kiley dean
3181	contemporary rnb	contemporary rnb
3182	mya	mya
3183	nelly furtado	nelly furtado
3184	ginuwine	ginuwine
3185	monica	monica
3186	kelly rowland	kelly rowland
3187	janet jackson	janet jackson
3188	bubba sparxxx	bubba sparxxx
3189	game soundtrack	game soundtrack
3190	sid metal	sid metal
3194	romy	romy
3195	little	little
3196	miss	miss
3197	flapper	flapper
3198	low	low
3199	nick album release pop rock dark pop	nick album release pop rock dark pop
3200	cascada	cascada
3202	mika	mika
3203	kate ryan	kate ryan
3204	anal pop	anal pop
3206	anti-emo	anti-emo
3207	k-on	k-on
3208	beatbox	beatbox
3209	ukrainian pop	ukrainian pop
3210	women	women
3211	glee cast	glee cast
3212	chick music	chick music
3213	eargasm	eargasm
3214	glee season 2	glee season 2
3215	defiant	defiant
3216	reminds me of friends	reminds me of friends
3217	play it loud	play it loud
3218	songs on repeat	songs on repeat
3220	tv theme song	tv theme song
3221	unnecessarily long titles	unnecessarily long titles
3222	better than the whores version	better than the whores version
3224	ponto	ponto
3225	cazuza	cazuza
3226	rappa	rappa
3227	bosnian metal	bosnian metal
3228	porngrind	porngrind
3229	urlikanje	urlikanje
3230	bosnian dub	bosnian dub
3231	southern metal	southern metal
3232	chinese	chinese
3233	cantonese	cantonese
3234	flamenco	flamenco
3235	orchestra	orchestra
3236	string	string
3237	drum	drum
3238	garbage	garbage
3239	and one	and one
3240	techno rock	techno rock
3241	taylor	taylor
3242	sick	sick
3243	poetic	poetic
3244	acid	acid
3245	trashy	trashy
3246	scene	scene
3247	jimmy-anarchy	jimmy-anarchy
3248	legendery song	legendery song
3249	me	me
3250	supreme	supreme
3251	breaking through	breaking through
3252	crunk	crunk
3253	cry	cry
3254	jj	jj
3255	dirty	dirty
3256	suck me fuck me	suck me fuck me
3257	radio killa	radio killa
3258	urban contemporary rnb	urban contemporary rnb
3259	symphonic prog	symphonic prog
3260	neo-prog	neo-prog
3261	atmospheric rock	atmospheric rock
3262	canterbury scene	canterbury scene
3263	progressive black metal	progressive black metal
3264	prog folk	prog folk
3265	symphonic rock	symphonic rock
3266	zeuhl	zeuhl
3267	fusionmetal	fusionmetal
3268	progressive electronic	progressive electronic
3269	psychedelic pop	psychedelic-pop
3270	psychedelic folk	psychedelic-folk
3271	melancholic rock	melancholic rock
3272	death doom metal	death doom metal
3273	baroque pop	baroque pop
3274	soundscapes	soundscapes
3275	world fusion	world fusion
3276	glitch-hop	glitch hop
3278	franz ferdinand	franz ferdinand
3279	the kooks	the kooks
3280	the fratellis	the fratellis
3281	dirty pretty things	dirty pretty things
3282	the pigeon detectives	the pigeon detectives
3283	kaiser chiefs	kaiser chiefs
3284	kasabian	kasabian
3285	snow patrol	snow patrol
3286	the rascals	the rascals
3287	kings of leon	kings of leon
3288	we are scientists	we are scientists
3289	ok go	ok go
3290	maximo park	maximo park
3291	elertronic	elertronic
3293	the automatic	the automatic
3294	the cinematics	the cinematics
3295	acous	acous
3296	air traffic	air traffic
3297	klaxons	klaxons
3298	the rakes	the rakes
3300	one night only	one night only
3301	reasons	reasons
3302	rob fusari	rob fusari
3303	broussard	broussard
3304	lelia broussard	lelia broussard
3305	lelia	lelia
3306	fusari	fusari
3307	stefani gemanotta	stefani gemanotta
3308	milkboy coffee house	milkboy coffee house
3309	adam young	adam young
3310	jazzy	jazzy
3311	under 200 listener	under 200 listener
3312	detroit	detroit
3313	g unit	g unit
3314	g-unit	g unit
3315	west coast	west coast
3316	adnet humor mtv marcelo	adnet humor mtv marcelo
3317	alo brother	alo brother
3318	monange	monange
3319	twitter	twitter
3320	verde	verde
3321	the luxo ahazante tour	the luxo ahazante tour
3322	shitney	shitney
3323	playback	playback
3324	pura uncao	pura uncao
3325	puro fogo	puro fogo
3326	pure fire	pure fire
3327	vixe	vixe
3328	lixa	lixa
3329	fuck you i just want to dance and drink tonight	fuck you i just want to dance and drink tonight
3330	sexy pop	sexy pop
3331	sexy bitches do it better	sexy bitches do it better
3332	folk pop	folk pop
3333	danish	danish
3334	this song should be single	this song should be single
3335	atmospheric black metal	atmospheric black metal
3336	steampunk	steampunk
3337	ritual dark ambient	ritual dark ambient
3338	finnish black metal	finnish black metal
3339	occult	occult
3340	power electronics	power electronics
3341	kenneth anger	kenneth anger
3342	black noise	black noise
3343	melodic black metal	melodic black metal
3344	black math blackmath chicago	black math blackmath chicago
3345	hauntology	hauntology
3346	apocalyptic folk	apocalyptic folk
3348	hynagogic	hynagogic
3349	female psychobilly	female psychobilly
3350	fetish	fetish
3351	neugaze	neugaze
3352	ghost drone	ghost drone
3353	martial ambient	martial ambient
3354	horror ambient	horror ambient
3355	sound collage psychedelia electronic folk	sound collage psychedelia electronic folk
3356	whitemorgue	whitemorgue
3357	painting the end	painting the end
3358	black funeral doom	black funeral doom
3359	lips songs	lips songs
3361	songs that make me sleepy	songs that make me sleepy
3362	songs i like to sing	songs i like to sing
3363	shit hot beat	shit hot beat
3364	crap	crap
3367	pretentious	pretentious
3368	makes me want to dance	makes me want to dance
3369	summer songs	summer songs
3370	mash up	mash up
3371	awful singing	awful singing
3372	passion	passion
3374	explicit	explicit
3376	songs that tell a story	songs that tell a story
3377	teenage angst	teenage angst
3379	wizard rock	wizard rock
3380	japanesey	japanesey
3381	euro dance	euro dance
3382	i dont give a fuck	i dont give a fuck
3383	kabriana	kabriana
3384	2010 new release	2010 new release
3385	surrender	surrender
3386	top ten	top ten
3387	new releases	new releases
3388	cyndi lauper	cyndi lauper
3389	sandra	sandra
3390	mara maravilha	mara maravilha
3391	boney m	boney m
3392	anna nicole smith	anna nicole smith
3393	black eyed peas	black eyed peas
3394	the pussycat dolls	the pussycat dolls
3395	pcd	pcd
3396	nicole scherzinger	nicole scherzinger
3397	avril lavigne	avril lavigne
3398	kelly clarkson-because of you	kelly clarkson-because of you
3399	kammylla	kammylla
3400	bep	bep
3401	nicole	nicole
3402	break the ice	break the ice
3403	the pussycat dolls - stickwitu	the pussycat dolls - stickwitu
3404	pcd - stick with you	pcd - stick with you
3405	pussycat dolls- stickwitu	pussycat dolls- stickwitu
3406	gwen	gwen
3407	kiss kiss	kiss kiss
3408	wind it up	wind it up
3409	wind it up gwen stefani	wind it up gwen stefani
3410	pink	pink
3412	get me bodied- beyonce	get me bodied- beyonce
3413	beyonce - get me bodied	beyonce - get me bodied
3414	beyonce - irreplaceable	beyonce - irreplaceable
3415	clumsy	clumsy
3416	umbrella	umbrella
3418	fergie clumsy	fergie clumsy
3419	ring the alarm	ring the alarm
3420	scotland	scotland
3421	not 4-4 time	not 4-4 time
3422	the slow-mo	the slow-mo
3423	notorious	notorious
3424	glasgow	glasgow
3425	sea	sea
3426	longing	longing
3427	resignation	resignation
3428	bitter	bitter
3429	separation	separation
3430	thunder	thunder
3431	western-ish	western-ish
3432	football	football
3433	5 star song	5 star song
3434	journeys	journeys
3435	menace	menace
3436	obsession	obsession
3437	gtasa tracks	gtasa tracks
3438	rousing	rousing
3439	goosebumps	goosebumps
3440	water	water
3441	edinburgh	edinburgh
3442	big 3	big 3
3443	storm	storm
3444	sheffield	sheffield
3445	the focus the fear	the focus the fear
3446	real hard anime music	real hard anime music
3447	chalga	chalga
3448	bulgarian rock	bulgarian rock
3449	polish progressive metal	polish progressive metal
3450	great songs	great songs
3451	ur so gay	ur so gay
3452	et	et
3453	teenage dream	teenage dream
3454	cast	cast
3455	etherial	etherial
3456	biosphere	biosphere
3457	sigur ros	sigur ros
3458	canada	canada
3459	amiina	amiina
3460	buddha-bar	buddha-bar
3461	the album leaf	the album leaf
3462	cocteau twins	cocteau twins
3463	bjork	bjork
3464	budha bar	budha bar
3465	coleen	coleen
3466	emiliana torrini	emiliana torrini
3467	enigma	enigma
3469	delerium	delerium
3470	musetta	musetta
3471	massive attack	massive attack
3472	halou	halou
3473	debussy	debussy
3474	erik satie	erik satie
3475	slow dive	slow dive
3476	amethystium	amethystium
3477	enya	enya
3478	john cage	john cage
3479	brian eno	brian eno
3482	less than 3	less than 3
3483	wierd	wierd
3484	cool stuff	cool stuff
3487	stock aitken waterman	stock aitken waterman
3488	mama	mama
3489	totally rocks	totally rocks
3490	thelma harper	thelma harper
3491	raytown	raytown
3492	totally bitchen	totally bitchen
3493	new wave happiness	new wave happiness
3495	tag your songs properly	tag your songs properly
3496	artists	artists
3497	nz rock	nz rock
3498	new zealand	new zealand
3499	kiwi	kiwi
3500	regionalista	regionalista
3501	gauderia	gauderia
3502	gauchesca	gauchesca
3503	caipira	caipira
3504	tche	tche
3505	tche music	tche music
3506	cbjr	cbjr
3507	brazilian rock	brazilian rock
3508	cyber metal	cyber metal
3509	extreme metal	extreme metal
3510	raw black metal	raw black metal
3512	fog	fog
3513	flood	flood
3514	plasma	plasma
3515	washing over me	washing over me
3516	mountain tops snow melting thawing fire ice volcanos nature earth	mountain tops snow melting thawing fire ice volcanos nature earth
3517	knee slapping	knee slapping
3518	bees buzzing	bees buzzing
3519	head spinning	head spinning
3520	determined yelling in a barren field under a gray sky	determined yelling in a barren field under a gray sky
3521	pop emo	pop emo
3522	acid hardcore	acid hardcore
3523	nyhc	nyhc
3524	us rock	us rock
3525	chanson	chanson
3526	rhythm & blues	rhythm & blues
3527	madchester	madchester
3528	swingabilly	swingabilly
3529	hillbilly	hillbilly
3530	touching	touching
3531	not me not i	not me not i
3532	soulful	soulful
3534	tight	tight
3535	new york shit	new york shit
3536	phat	phat
3537	the truth	the truth
3538	real talk	real talk
3540	ill	ill
3542	great lyricists	great lyricists
3543	solid	solid
3544	brooklyn	brooklyn
3545	poignant	poignant
3546	roc-a-fella	roc-a-fella
3547	neat	neat
3548	dipset	dipset
3549	real hip-hop	real hip-hop
3550	fiya	fiya
3551	banger	banger
3552	superb	superb
3553	d-block	d-block
3554	dope cut	dope cut
3555	east coast rap	east coast rap
3556	ruff ryders	ruff ryders
3557	witty	witty
3558	lyricism	lyricism
3559	assertive	assertive
3560	mean	mean
3561	high school	high school
3562	messy	messy
3563	kinsella	kinsella
3565	royksopp	royksopp
3566	trentemoller	trentemoller
3567	trentemller	trentemller
3568	r'n'b	r'n'b
3569	armand van helden	armand van helden
3570	axwell	axwell
3571	out of office	out of office
3573	skandinavian music	skandinavian music
3574	night music	night music
3575	elektropop	elektropop
3576	norge	norge
3577	turkish	turkish
3578	gitar	gitar
3579	instrumental rock	instrumental rock
3580	blacksea	blacksea
3581	karadeniz	karadeniz
3582	ozgun	ozgun
3583	world indie	world indie
3584	blues-rock	blues rock
3585	garage punk	garage punk
3587	sounds of the universe	sounds of the universe
3588	u2	u2
3589	meditation	meditation
3590	drone ambient	drone ambient
3591	must have	must have
3592	self made music	self made music
3593	musical installation	musical installation
3594	forbidden sounds group	forbidden sounds group
3595	ethno	ethno
3596	free download	free download
3597	russia	russia
3599	pagan	pagan
3602	ronni-rock	ronni-rock
3606	70s rock	70s rock
3607	tolkien	tolkien
3608	led zeppelin tracks	led zeppelin tracks
3609	harmonica	harmonica
3610	cowbell	cowbell
3612	zeppelin	zeppelin
3613	things i like	things i like
3615	one time	one time
3617	selena	selena
3618	lhp	lhp
3619	signed	signed
3620	dj gk	dj gk
3621	deja vue	deja vue
3622	vince clarke	vince clarke
3623	southampton	southampton
3624	the k	the k
3625	lhp records	lhp records
3626	alberta	alberta
3627	the mix kid	the mix kid
3628	orlando	orlando
3629	county	county
3630	florida	florida
3631	us	us
3634	human conditions	human conditions
3635	hot french	hot french
3636	english romance	english romance
3637	fuckable	fuckable
3638	and you wish you could hide	and you wish you could hide
3640	pirry	pirry
3641	the world guess by pirry	the world guess by pirry
3642	tom petty	tom petty
3643	the darkness litgless	the darkness litgless
3644	joy division - the ugly beatifull	joy division - the ugly beatifull
3645	and the darkness lightless	and the darkness lightless
3646	the beatifull ugly	the beatifull ugly
3647	disorder from joy division-post-punk	disorder from joy division-post-punk
3649	vietnam	vietnam
3650	the rolling stones	the rolling stones
3651	lostfreeq	lostfreeq
3652	new beat	new beat
3653	chef musinum	chef musinum
3654	electro industrial	electro-industrial
3655	central point	central point
3656	pirates club lounge	pirates club lounge
3657	independent	independent
3658	jean marc toma	jean marc toma
3659	fucking selfdeep	fucking selfdeep
3660	trip beat	trip beat
3661	lestfm artist	lestfm artist
3662	electro trip	electro trip
3663	psychadelic	psychadelic
3664	skinny puppy	skinny puppy
3665	electro trance	electro trance
3666	low tempo	low tempo
3667	dark music	dark music
3668	poetic rock	poetic rock
3669	post-jazz	post-jazz
3670	pigface	pigface
3671	-pearl fashion music	-pearl fashion music
3672	techno trance	techno trance
3674	mike patton	mike patton
3675	al jourgensen	al jourgensen
3676	funk metal	funk metal
3677	chaotic metalcore	chaotic metalcore
3678	weird	weird
3679	sound collage	sound collage
3680	pure sex	pure sex
3681	bds	bds
3682	ivete sangalo	ivete sangalo
3683	ciara	ciara
3684	hugo pena  gabriel	hugo pena  gabriel
3685	chicas picantes	chicas picantes
3687	metal melodico	metal melodico
3688	female-vocalists	female vocalists
3689	death hardcore	death hardcore
3690	via	via
3691	daddy	daddy
3692	cutest thing	cutest thing
3693	lets move	lets move
3694	just cool	just cool
3695	brat2	brat2
3697	bono	bono
3698	london	london
3699	incomparable	incomparable
3700	finnish metal	finnish metal
3701	finland	finland
